Date,USDCNY_vega,USDBRL_vega,USDZAR_vega,USDRUB_vega,EURUSD_vega,USDJPY_vega,USDMXN_vega,USDCAD_vega,Total_vega,,Date,Total_vega
2017-04-11,0,0,0,0,1201.832423,0,0,0,1201.832423,,2017-04-11,1201.832423
2017-04-12,0,0,0,0,1188.589614,0,0,0,1188.589614,,2017-04-12,1188.589614
2017-04-13,0,0,0,0,1148.573459,0,0,0,1148.573459,,2017-04-13,1148.573459
2017-04-14,0,0,0,0,1120.93394,0,0,0,1120.93394,,2017-04-14,1120.93394
2017-04-17,0,0,0,0,1033.499436,0,0,0,1033.499436,,2017-04-17,1033.499436
2017-04-18,0,0,0,0,969.6685511,0,0,0,969.6685511,,2017-04-18,969.6685511
2017-04-19,0,0,0,0,944.2315095,0,0,0,944.2315095,,2017-04-19,944.2315095
2017-04-20,0,0,0,0,905.6141577,0,0,0,905.6141577,,2017-04-20,905.6141577
2017-04-21,0,0,0,0,860.8022819,0,0,0,860.8022819,,2017-04-21,860.8022819
2017-04-24,0,0,0,0,184.5688502,0,0,0,184.5688502,,2017-04-24,184.5688502
2017-04-25,0,0,0,0,55.15199924,0,0,0,55.15199924,,2017-04-25,55.15199924
2017-04-26,0,0,0,0,56.49477351,0,0,0,56.49477351,,2017-04-26,56.49477351
2017-04-27,0,0,0,0,28.1330844,0,0,0,28.1330844,,2017-04-27,28.1330844
2017-04-28,0,0,0,0,3.805753028,0,0,0,3.805753028,,2017-04-28,3.805753028
2017-05-01,0,0,0,0,0,0,0,1656.640028,1656.640028,,2017-05-01,1656.640028
2017-05-02,0,0,0,0,0,0,0,1598.793826,1598.793826,,2017-05-02,1598.793826
2017-05-03,0,0,0,0,0,0,0,1536.076224,1536.076224,,2017-05-03,1536.076224
2017-05-04,0,0,0,0,0,0,0,1470.166511,1470.166511,,2017-05-04,1470.166511
2017-05-05,0,0,0,0,0,0,0,1560.970459,1560.970459,,2017-05-05,1560.970459
2017-05-08,0,0,0,0,0,0,0,1452.192369,1452.192369,,2017-05-08,1452.192369
2017-05-09,0,0,0,0,0,0,0,1379.611345,1379.611345,,2017-05-09,1379.611345
2017-05-10,0,0,0,0,0,0,0,1423.493174,1423.493174,,2017-05-10,1423.493174
2017-05-11,0,0,0,0,0,0,0,1359.48056,1359.48056,,2017-05-11,1359.48056
2017-05-12,0,0,0,0,0,0,0,1301.781308,1301.781308,,2017-05-12,1301.781308
2017-05-15,0,0,0,0,0,0,0,1267.337429,1267.337429,,2017-05-15,1267.337429
2017-05-16,0,0,0,0,0,0,0,1211.959198,1211.959198,,2017-05-16,1211.959198
2017-05-17,0,0,0,0,0,0,0,1171.897755,1171.897755,,2017-05-17,1171.897755
2017-05-18,0,0,0,0,0,0,0,1138.902409,1138.902409,,2017-05-18,1138.902409
2017-05-19,0,0,0,0,0,0,0,922.849099,922.849099,,2017-05-19,922.849099
2017-05-22,0,0,0,0,0,0,0,765.751433,765.751433,,2017-05-22,765.751433
2017-05-23,0,0,0,0,0,0,0,738.1424039,738.1424039,,2017-05-23,738.1424039
2017-05-24,0,0,0,0,0,0,0,314.6795119,314.6795119,,2017-05-24,314.6795119
2017-05-25,0,0,0,0,0,0,0,420.6506991,420.6506991,,2017-05-25,420.6506991
2017-05-26,0,0,0,0,0,0,0,223.5720223,223.5720223,,2017-05-26,223.5720223
2017-05-29,0,0,0,0,0,0,0,38.19498016,38.19498016,,2017-05-29,38.19498016
2017-05-30,0,0,0,0,0,0,0,9.65112861,9.65112861,,2017-05-30,9.65112861
2017-05-31,0,0,0,0,0,0,0,3.814144749,3.814144749,,2017-05-31,3.814144749
2017-06-01,0,0,0,0,1772.63423,0,0,0,1772.63423,,2017-06-01,1772.63423
2017-06-02,0,0,0,0,1614.507621,0,0,0,1614.507621,,2017-06-02,1614.507621
2017-06-05,0,0,0,0,1598.45647,0,0,0,1598.45647,,2017-06-05,1598.45647
2017-06-06,0,0,0,0,1510.928204,0,0,0,1510.928204,,2017-06-06,1510.928204
2017-06-07,0,0,0,0,1537.217188,0,0,0,1537.217188,,2017-06-07,1537.217188
2017-06-08,0,0,0,0,1567.344209,0,0,0,1567.344209,,2017-06-08,1567.344209
2017-06-09,0,0,0,0,1542.881418,0,0,0,1542.881418,,2017-06-09,1542.881418
2017-06-12,0,0,0,0,1438.341142,0,0,0,1438.341142,,2017-06-12,1438.341142
2017-06-13,0,0,0,0,1396.016951,0,0,0,1396.016951,,2017-06-13,1396.016951
2017-06-14,0,0,0,0,1348.553362,0,0,0,1348.553362,,2017-06-14,1348.553362
2017-06-15,0,0,0,0,1239.169482,0,0,0,1239.169482,,2017-06-15,1239.169482
2017-06-16,0,0,0,0,1283.271223,0,0,0,1283.271223,,2017-06-16,1283.271223
2017-06-19,0,0,0,0,1037.039221,0,0,0,1037.039221,,2017-06-19,1037.039221
2017-06-20,0,0,0,0,914.0446357,0,0,0,914.0446357,,2017-06-20,914.0446357
2017-06-21,0,0,0,0,991.4284877,0,0,0,991.4284877,,2017-06-21,991.4284877
2017-06-22,0,0,0,0,869.3527882,0,0,0,869.3527882,,2017-06-22,869.3527882
2017-06-23,0,0,0,0,924.1841342,0,0,0,924.1841342,,2017-06-23,924.1841342
2017-06-26,0,0,0,0,679.1743,0,0,0,679.1743,,2017-06-26,679.1743
2017-06-27,0,0,0,0,61.03843483,0,0,0,61.03843483,,2017-06-27,61.03843483
2017-06-28,0,0,0,0,7.346182658,0,0,0,7.346182658,,2017-06-28,7.346182658
2017-06-29,0,0,0,0,0.000147884,0,0,0,0.000147884,,2017-06-29,0.000147884
2017-06-30,0,0,0,0,0,0,0,0,0,,2017-06-30,0
2017-07-03,0,0,0,0,1920.507841,0,0,0,1920.507841,,2017-07-03,1920.507841
2017-07-04,0,0,0,0,1846.028197,0,0,0,1846.028197,,2017-07-04,1846.028197
2017-07-05,0,0,0,0,1814.19682,0,0,0,1814.19682,,2017-07-05,1814.19682
2017-07-06,0,0,0,0,1660.688319,0,0,0,1660.688319,,2017-07-06,1660.688319
2017-07-07,0,0,0,0,1690.733342,0,0,0,1690.733342,,2017-07-07,1690.733342
2017-07-10,0,0,0,0,1583.437705,0,0,0,1583.437705,,2017-07-10,1583.437705
2017-07-11,0,0,0,0,1287.394504,0,0,0,1287.394504,,2017-07-11,1287.394504
2017-07-12,0,0,0,0,1480.950676,0,0,0,1480.950676,,2017-07-12,1480.950676
2017-07-13,0,0,0,0,1498.834708,0,0,0,1498.834708,,2017-07-13,1498.834708
2017-07-14,0,0,0,0,1195.677299,0,0,0,1195.677299,,2017-07-14,1195.677299
2017-07-17,0,0,0,0,1024.612371,0,0,0,1024.612371,,2017-07-17,1024.612371
2017-07-18,0,0,0,0,716.9813094,0,0,0,716.9813094,,2017-07-18,716.9813094
2017-07-19,0,0,0,0,839.2313173,0,0,0,839.2313173,,2017-07-19,839.2313173
2017-07-20,0,0,0,0,296.5335459,0,0,0,296.5335459,,2017-07-20,296.5335459
2017-07-21,0,0,0,0,114.6728984,0,0,0,114.6728984,,2017-07-21,114.6728984
2017-07-24,0,0,0,0,55.38668595,0,0,0,55.38668595,,2017-07-24,55.38668595
2017-07-25,0,0,0,0,48.51695566,0,0,0,48.51695566,,2017-07-25,48.51695566
2017-07-26,0,0,0,0,3.008567412,0,0,0,3.008567412,,2017-07-26,3.008567412
2017-07-27,0,0,0,0,6.219472319,0,0,0,6.219472319,,2017-07-27,6.219472319
2017-07-28,0,0,0,0,0.117065084,0,0,0,0.117065084,,2017-07-28,0.117065084
2017-07-31,0,0,0,0,9.61E-24,0,0,0,9.61E-24,,2017-07-31,9.61E-24
2017-08-01,0,0,0,0,1743.118752,0,0,0,1743.118752,,2017-08-01,1743.118752
2017-08-02,0,0,0,0,1649.331643,0,0,0,1649.331643,,2017-08-02,1649.331643
2017-08-03,0,0,0,0,1599.498198,0,0,0,1599.498198,,2017-08-03,1599.498198
2017-08-04,0,0,0,0,1675.000003,0,0,0,1675.000003,,2017-08-04,1675.000003
2017-08-07,0,0,0,0,1594.612537,0,0,0,1594.612537,,2017-08-07,1594.612537
2017-08-08,0,0,0,0,1559.869763,0,0,0,1559.869763,,2017-08-08,1559.869763
2017-08-09,0,0,0,0,1536.108969,0,0,0,1536.108969,,2017-08-09,1536.108969
2017-08-10,0,0,0,0,1512.435779,0,0,0,1512.435779,,2017-08-10,1512.435779
2017-08-11,0,0,0,0,1461.186946,0,0,0,1461.186946,,2017-08-11,1461.186946
2017-08-14,0,0,0,0,1384.576056,0,0,0,1384.576056,,2017-08-14,1384.576056
2017-08-15,0,0,0,0,1310.83969,0,0,0,1310.83969,,2017-08-15,1310.83969
2017-08-16,0,0,0,0,1308.289291,0,0,0,1308.289291,,2017-08-16,1308.289291
2017-08-17,0,0,0,0,1205.802137,0,0,0,1205.802137,,2017-08-17,1205.802137
2017-08-18,0,0,0,0,1224.004489,0,0,0,1224.004489,,2017-08-18,1224.004489
2017-08-21,0,0,0,0,1089.339065,0,0,0,1089.339065,,2017-08-21,1089.339065
2017-08-22,0,0,0,0,1042.622202,0,0,0,1042.622202,,2017-08-22,1042.622202
2017-08-23,0,0,0,0,996.0274698,0,0,0,996.0274698,,2017-08-23,996.0274698
2017-08-24,0,0,0,0,945.8262572,0,0,0,945.8262572,,2017-08-24,945.8262572
2017-08-25,0,0,0,0,510.9620305,0,0,0,510.9620305,,2017-08-25,510.9620305
2017-08-28,0,0,0,0,76.83533553,0,0,0,76.83533553,,2017-08-28,76.83533553
2017-08-29,0,0,0,0,66.89680782,0,0,0,66.89680782,,2017-08-29,66.89680782
2017-08-30,0,0,0,0,181.9541282,0,0,0,181.9541282,,2017-08-30,181.9541282
2017-08-31,0,0,0,0,50.02049414,0,0,0,50.02049414,,2017-08-31,50.02049414
2017-09-01,0,0,0,0,1672.928121,0,0,0,1672.928121,,2017-09-01,1672.928121
2017-09-04,0,0,0,0,1555.746613,0,0,0,1555.746613,,2017-09-04,1555.746613
2017-09-05,0,0,0,0,1502.433231,0,0,0,1502.433231,,2017-09-05,1502.433231
2017-09-06,0,0,0,0,1467.855431,0,0,0,1467.855431,,2017-09-06,1467.855431
2017-09-07,0,0,0,0,1132.680361,0,0,0,1132.680361,,2017-09-07,1132.680361
2017-09-08,0,0,0,0,1050.277928,0,0,0,1050.277928,,2017-09-08,1050.277928
2017-09-11,0,0,0,0,1169.068384,0,0,0,1169.068384,,2017-09-11,1169.068384
2017-09-12,0,0,0,0,1078.083758,0,0,0,1078.083758,,2017-09-12,1078.083758
2017-09-13,0,0,0,0,1273.168487,0,0,0,1273.168487,,2017-09-13,1273.168487
2017-09-14,0,0,0,0,1184.470337,0,0,0,1184.470337,,2017-09-14,1184.470337
2017-09-15,0,0,0,0,1071.72238,0,0,0,1071.72238,,2017-09-15,1071.72238
2017-09-18,0,0,0,0,907.2456249,0,0,0,907.2456249,,2017-09-18,907.2456249
2017-09-19,0,0,0,0,732.2199041,0,0,0,732.2199041,,2017-09-19,732.2199041
2017-09-20,0,0,0,0,949.7213232,0,0,0,949.7213232,,2017-09-20,949.7213232
2017-09-21,0,0,0,0,736.9802782,0,0,0,736.9802782,,2017-09-21,736.9802782
2017-09-22,0,0,0,0,640.8167498,0,0,0,640.8167498,,2017-09-22,640.8167498
2017-09-25,0,0,0,0,675.3875427,0,0,0,675.3875427,,2017-09-25,675.3875427
2017-09-26,0,0,0,0,503.6648048,0,0,0,503.6648048,,2017-09-26,503.6648048
2017-09-27,0,0,0,0,179.1520946,0,0,0,179.1520946,,2017-09-27,179.1520946
2017-09-28,0,0,0,0,163.2538936,0,0,0,163.2538936,,2017-09-28,163.2538936
2017-09-29,0,0,0,0,0,0,0,0,0,,2017-09-29,0
2017-10-02,0,0,0,0,1749.832265,0,0,0,1749.832265,,2017-10-02,1749.832265
2017-10-03,0,0,0,0,1685.056973,0,0,0,1685.056973,,2017-10-03,1685.056973
2017-10-04,0,0,0,0,1641.287655,0,0,0,1641.287655,,2017-10-04,1641.287655
2017-10-05,0,0,0,0,1651.644352,0,0,0,1651.644352,,2017-10-05,1651.644352
2017-10-06,0,0,0,0,1618.330681,0,0,0,1618.330681,,2017-10-06,1618.330681
2017-10-09,0,0,0,0,1524.152199,0,0,0,1524.152199,,2017-10-09,1524.152199
2017-10-10,0,0,0,0,1356.43967,0,0,0,1356.43967,,2017-10-10,1356.43967
2017-10-11,0,0,0,0,1143.938226,0,0,0,1143.938226,,2017-10-11,1143.938226
2017-10-12,0,0,0,0,1207.450941,0,0,0,1207.450941,,2017-10-12,1207.450941
2017-10-13,0,0,0,0,1185.20007,0,0,0,1185.20007,,2017-10-13,1185.20007
2017-10-16,0,0,0,0,1140.719954,0,0,0,1140.719954,,2017-10-16,1140.719954
2017-10-17,0,0,0,0,1197.969681,0,0,0,1197.969681,,2017-10-17,1197.969681
2017-10-18,0,0,0,0,1082.513469,0,0,0,1082.513469,,2017-10-18,1082.513469
2017-10-19,0,0,0,0,898.0546119,0,0,0,898.0546119,,2017-10-19,898.0546119
2017-10-20,0,0,0,0,1077.441234,0,0,0,1077.441234,,2017-10-20,1077.441234
2017-10-23,0,0,0,0,985.6969049,0,0,0,985.6969049,,2017-10-23,985.6969049
2017-10-24,0,0,0,0,908.569015,0,0,0,908.569015,,2017-10-24,908.569015
2017-10-25,0,0,0,0,704.6997563,0,0,0,704.6997563,,2017-10-25,704.6997563
2017-10-26,0,0,0,0,692.7897775,0,0,0,692.7897775,,2017-10-26,692.7897775
2017-10-27,0,0,0,0,442.7499159,0,0,0,442.7499159,,2017-10-27,442.7499159
2017-10-30,0,0,0,0,263.4192757,0,0,0,263.4192757,,2017-10-30,263.4192757
2017-10-31,0,0,0,0,66.13432263,0,0,0,66.13432263,,2017-10-31,66.13432263
2017-11-01,0,0,0,0,0,1674.933139,0,0,1674.933139,,2017-11-01,1674.933139
2017-11-02,0,0,0,0,0,1657.445991,0,0,1657.445991,,2017-11-02,1657.445991
2017-11-03,0,0,0,0,0,1632.251178,0,0,1632.251178,,2017-11-03,1632.251178
2017-11-06,0,0,0,0,0,1557.102438,0,0,1557.102438,,2017-11-06,1557.102438
2017-11-07,0,0,0,0,0,1528.63712,0,0,1528.63712,,2017-11-07,1528.63712
2017-11-08,0,0,0,0,0,1502.548981,0,0,1502.548981,,2017-11-08,1502.548981
2017-11-09,0,0,0,0,0,1450.075871,0,0,1450.075871,,2017-11-09,1450.075871
2017-11-10,0,0,0,0,0,1426.25855,0,0,1426.25855,,2017-11-10,1426.25855
2017-11-13,0,0,0,0,0,1339.872929,0,0,1339.872929,,2017-11-13,1339.872929
2017-11-14,0,0,0,0,0,1285.202638,0,0,1285.202638,,2017-11-14,1285.202638
2017-11-15,0,0,0,0,0,1115.014284,0,0,1115.014284,,2017-11-15,1115.014284
2017-11-16,0,0,0,0,0,1098.531725,0,0,1098.531725,,2017-11-16,1098.531725
2017-11-17,0,0,0,0,0,676.2887578,0,0,676.2887578,,2017-11-17,676.2887578
2017-11-20,0,0,0,0,0,690.951497,0,0,690.951497,,2017-11-20,690.951497
2017-11-21,0,0,0,0,0,529.5220962,0,0,529.5220962,,2017-11-21,529.5220962
2017-11-22,0,0,0,0,0,107.8206443,0,0,107.8206443,,2017-11-22,107.8206443
2017-11-23,0,0,0,0,0,83.64040111,0,0,83.64040111,,2017-11-23,83.64040111
2017-11-24,0,0,0,0,0,89.9784743,0,0,89.9784743,,2017-11-24,89.9784743
2017-11-27,0,0,0,0,0,3.083540103,0,0,3.083540103,,2017-11-27,3.083540103
2017-11-28,0,0,0,0,0,2.156594713,0,0,2.156594713,,2017-11-28,2.156594713
2017-11-29,0,0,0,0,0,4.368803712,0,0,4.368803712,,2017-11-29,4.368803712
2017-11-30,0,0,0,0,0,5.721549744,0,0,5.721549744,,2017-11-30,5.721549744
2017-12-01,0,0,0,0,0,0,1329.655831,0,1329.655831,,2017-12-01,1329.655831
2017-12-04,0,0,0,0,0,0,1280.647248,0,1280.647248,,2017-12-04,1280.647248
2017-12-05,0,0,0,0,0,0,1186.486444,0,1186.486444,,2017-12-05,1186.486444
2017-12-06,0,0,0,0,0,0,1074.567669,0,1074.567669,,2017-12-06,1074.567669
2017-12-07,0,0,0,0,0,0,954.9251274,0,954.9251274,,2017-12-07,954.9251274
2017-12-08,0,0,0,0,0,0,971.1883092,0,971.1883092,,2017-12-08,971.1883092
2017-12-11,0,0,0,0,0,0,751.5062045,0,751.5062045,,2017-12-11,751.5062045
2017-12-12,0,0,0,0,0,0,586.1484636,0,586.1484636,,2017-12-12,586.1484636
2017-12-13,0,0,0,0,0,0,716.653391,0,716.653391,,2017-12-13,716.653391
2017-12-14,0,0,0,0,0,0,491.1898533,0,491.1898533,,2017-12-14,491.1898533
2017-12-15,0,0,0,0,0,0,466.6543482,0,466.6543482,,2017-12-15,466.6543482
2017-12-18,0,0,0,0,0,0,407.9235405,0,407.9235405,,2017-12-18,407.9235405
2017-12-19,0,0,0,0,0,0,247.2851471,0,247.2851471,,2017-12-19,247.2851471
2017-12-20,0,0,0,0,0,0,193.3213824,0,193.3213824,,2017-12-20,193.3213824
2017-12-21,0,0,0,0,0,0,49.2829479,0,49.2829479,,2017-12-21,49.2829479
2017-12-22,0,0,0,0,0,0,5.033599124,0,5.033599124,,2017-12-22,5.033599124
2017-12-25,0,0,0,0,0,0,2.54103472,0,2.54103472,,2017-12-25,2.54103472
2017-12-26,0,0,0,0,0,0,0.08706298,0,0.08706298,,2017-12-26,0.08706298
2017-12-27,0,0,0,0,0,0,0.198547346,0,0.198547346,,2017-12-27,0.198547346
2017-12-28,0,0,0,0,0,0,0.004286573,0,0.004286573,,2017-12-28,0.004286573
2017-12-29,0,0,0,0,0,0,0.001056361,0,0.001056361,,2017-12-29,0.001056361
2018-01-01,0,0,0,0,2029.713747,0,0,0,2029.713747,,2018-01-01,2029.713747
2018-01-02,0,0,0,0,1915.18828,0,0,0,1915.18828,,2018-01-02,1915.18828
2018-01-03,0,0,0,0,1968.590097,0,0,0,1968.590097,,2018-01-03,1968.590097
2018-01-04,0,0,0,0,1817.071926,0,0,0,1817.071926,,2018-01-04,1817.071926
2018-01-05,0,0,0,0,1887.66572,0,0,0,1887.66572,,2018-01-05,1887.66572
2018-01-08,0,0,0,0,1814.793095,0,0,0,1814.793095,,2018-01-08,1814.793095
2018-01-09,0,0,0,0,1706.55612,0,0,0,1706.55612,,2018-01-09,1706.55612
2018-01-10,0,0,0,0,1709.073394,0,0,0,1709.073394,,2018-01-10,1709.073394
2018-01-11,0,0,0,0,1695.922415,0,0,0,1695.922415,,2018-01-11,1695.922415
2018-01-12,0,0,0,0,982.447943,0,0,0,982.447943,,2018-01-12,982.447943
2018-01-15,0,0,0,0,634.6355138,0,0,0,634.6355138,,2018-01-15,634.6355138
2018-01-16,0,0,0,0,481.7858499,0,0,0,481.7858499,,2018-01-16,481.7858499
2018-01-17,0,0,0,0,871.853721,0,0,0,871.853721,,2018-01-17,871.853721
2018-01-18,0,0,0,0,737.2115928,0,0,0,737.2115928,,2018-01-18,737.2115928
2018-01-19,0,0,0,0,825.3462373,0,0,0,825.3462373,,2018-01-19,825.3462373
2018-01-22,0,0,0,0,390.2642127,0,0,0,390.2642127,,2018-01-22,390.2642127
2018-01-23,0,0,0,0,212.5268699,0,0,0,212.5268699,,2018-01-23,212.5268699
2018-01-24,0,0,0,0,80.95870465,0,0,0,80.95870465,,2018-01-24,80.95870465
2018-01-25,0,0,0,0,73.00624817,0,0,0,73.00624817,,2018-01-25,73.00624817
2018-01-26,0,0,0,0,27.50022312,0,0,0,27.50022312,,2018-01-26,27.50022312
2018-01-29,0,0,0,0,1.941418967,0,0,0,1.941418967,,2018-01-29,1.941418967
2018-01-30,0,0,0,0,0.054356711,0,0,0,0.054356711,,2018-01-30,0.054356711
2018-01-31,0,0,0,0,1.52E-09,0,0,0,1.52E-09,,2018-01-31,1.52E-09
2018-02-01,0,0,0,0,1788.674092,0,0,0,1788.674092,,2018-02-01,1788.674092
2018-02-02,0,0,0,0,1764.30208,0,0,0,1764.30208,,2018-02-02,1764.30208
2018-02-05,0,0,0,0,1532.874424,0,0,0,1532.874424,,2018-02-05,1532.874424
2018-02-06,0,0,0,0,1531.926509,0,0,0,1531.926509,,2018-02-06,1531.926509
2018-02-07,0,0,0,0,1125.284585,0,0,0,1125.284585,,2018-02-07,1125.284585
2018-02-08,0,0,0,0,1103.987867,0,0,0,1103.987867,,2018-02-08,1103.987867
2018-02-09,0,0,0,0,1047.090348,0,0,0,1047.090348,,2018-02-09,1047.090348
2018-02-12,0,0,0,0,974.194324,0,0,0,974.194324,,2018-02-12,974.194324
2018-02-13,0,0,0,0,1131.013163,0,0,0,1131.013163,,2018-02-13,1131.013163
2018-02-14,0,0,0,0,1350.758901,0,0,0,1350.758901,,2018-02-14,1350.758901
2018-02-15,0,0,0,0,1329.749802,0,0,0,1329.749802,,2018-02-15,1329.749802
2018-02-16,0,0,0,0,1176.232976,0,0,0,1176.232976,,2018-02-16,1176.232976
2018-02-19,0,0,0,0,988.0637158,0,0,0,988.0637158,,2018-02-19,988.0637158
2018-02-20,0,0,0,0,653.7950522,0,0,0,653.7950522,,2018-02-20,653.7950522
2018-02-21,0,0,0,0,373.7630227,0,0,0,373.7630227,,2018-02-21,373.7630227
2018-02-22,0,0,0,0,463.2342304,0,0,0,463.2342304,,2018-02-22,463.2342304
2018-02-23,0,0,0,0,229.858113,0,0,0,229.858113,,2018-02-23,229.858113
2018-02-26,0,0,0,0,114.0942355,0,0,0,114.0942355,,2018-02-26,114.0942355
2018-02-27,0,0,0,0,2.156919836,0,0,0,2.156919836,,2018-02-27,2.156919836
2018-02-28,0,0,0,0,0.000354796,0,0,0,0.000354796,,2018-02-28,0.000354796
2018-03-01,0,0,0,0,1624.87793,0,0,0,1624.87793,,2018-03-01,1624.87793
2018-03-02,0,0,0,0,1542.747045,0,0,0,1542.747045,,2018-03-02,1542.747045
2018-03-05,0,0,0,0,1423.852966,0,0,0,1423.852966,,2018-03-05,1423.852966
2018-03-06,0,0,0,0,1213.36035,0,0,0,1213.36035,,2018-03-06,1213.36035
2018-03-07,0,0,0,0,1165.884229,0,0,0,1165.884229,,2018-03-07,1165.884229
2018-03-08,0,0,0,0,1388.614555,0,0,0,1388.614555,,2018-03-08,1388.614555
2018-03-09,0,0,0,0,1361.353227,0,0,0,1361.353227,,2018-03-09,1361.353227
2018-03-12,0,0,0,0,1189.576512,0,0,0,1189.576512,,2018-03-12,1189.576512
2018-03-13,0,0,0,0,940.1616144,0,0,0,940.1616144,,2018-03-13,940.1616144
2018-03-14,0,0,0,0,971.000062,0,0,0,971.000062,,2018-03-14,971.000062
2018-03-15,0,0,0,0,1175.11925,0,0,0,1175.11925,,2018-03-15,1175.11925
2018-03-16,0,0,0,0,1172.516962,0,0,0,1172.516962,,2018-03-16,1172.516962
2018-03-19,0,0,0,0,964.9432502,0,0,0,964.9432502,,2018-03-19,964.9432502
2018-03-20,0,0,0,0,1026.116723,0,0,0,1026.116723,,2018-03-20,1026.116723
2018-03-21,0,0,0,0,806.7544418,0,0,0,806.7544418,,2018-03-21,806.7544418
2018-03-22,0,0,0,0,868.5506049,0,0,0,868.5506049,,2018-03-22,868.5506049
2018-03-23,0,0,0,0,610.7927873,0,0,0,610.7927873,,2018-03-23,610.7927873
2018-03-26,0,0,0,0,38.15220263,0,0,0,38.15220263,,2018-03-26,38.15220263
2018-03-27,0,0,0,0,54.70324691,0,0,0,54.70324691,,2018-03-27,54.70324691
2018-03-28,0,0,0,0,319.6149151,0,0,0,319.6149151,,2018-03-28,319.6149151
2018-03-29,0,0,0,0,187.8926553,0,0,0,187.8926553,,2018-03-29,187.8926553
2018-03-30,0,0,0,0,0,0,0,0,0,,2018-03-30,0
2018-04-02,0,0,0,0,0,0,0,1672.605205,1672.605205,,2018-04-02,1672.605205
2018-04-03,0,0,0,0,0,0,0,1591.546861,1591.546861,,2018-04-03,1591.546861
2018-04-04,0,0,0,0,0,0,0,1509.816113,1509.816113,,2018-04-04,1509.816113
2018-04-05,0,0,0,0,0,0,0,1430.667196,1430.667196,,2018-04-05,1430.667196
2018-04-06,0,0,0,0,0,0,0,1465.390833,1465.390833,,2018-04-06,1465.390833
2018-04-09,0,0,0,0,0,0,0,1119.957987,1119.957987,,2018-04-09,1119.957987
2018-04-10,0,0,0,0,0,0,0,724.3302216,724.3302216,,2018-04-10,724.3302216
2018-04-11,0,0,0,0,0,0,0,574.7055885,574.7055885,,2018-04-11,574.7055885
2018-04-12,0,0,0,0,0,0,0,686.8590763,686.8590763,,2018-04-12,686.8590763
2018-04-13,0,0,0,0,0,0,0,709.8419063,709.8419063,,2018-04-13,709.8419063
2018-04-16,0,0,0,0,0,0,0,459.9629916,459.9629916,,2018-04-16,459.9629916
2018-04-17,0,0,0,0,0,0,0,356.3200837,356.3200837,,2018-04-17,356.3200837
2018-04-18,0,0,0,0,0,0,0,420.0400043,420.0400043,,2018-04-18,420.0400043
2018-04-19,0,0,0,0,0,0,0,516.3841992,516.3841992,,2018-04-19,516.3841992
2018-04-20,0,0,0,0,0,0,0,803.6527324,803.6527324,,2018-04-20,803.6527324
